step,ram_gb,hmin,ndof,elapsed_seconds,ms_error
1,3.84210205078125,0.6076777006331403,432280,18.481825828552246,1.0
2,4.595172882080078,0.6076777006331403,643528,42.84562397003174,0.554871617671167
3,5.208400726318359,0.6076777006331403,839224,76.78505301475525,0.3769183363191829
4,5.621124267578125,0.6076777006331403,984816,104.67264556884766,0.2797887661572984
5,6.177059173583984,0.6076777006331403,1103768,142.7733016014099,0.21862479720902106
6,6.3404083251953125,0.6076777006331403,1203324,185.7787024974823,0.17549092734111316
7,6.620872497558594,0.6076777006331403,1281312,222.2319405078888,0.1428846302781683
8,6.867153167724609,0.6076777006331403,1353312,261.5499572753906,0.11713335105038167
9,6.931587219238281,0.6076777006331403,1412124,300.189346075058,0.09340139969769204
10,7.123619079589844,0.6076777006331403,1458244,350.1543080806732,0.07466880919678158
11,7.118358612060547,0.6076777006331403,1485312,390.88435196876526,0.06498286432499062
12,7.1390380859375,0.4461231114587988,1513756,440.82160806655884,0.06234187064929166
13,7.210792541503906,0.4461231114587988,1536136,485.125200510025,0.06308098043581321
14,7.233123779296875,0.4461231114587988,1561212,530.314202785492,0.06207604102449966
15,7.2976226806640625,0.4461231114587988,1590120,600.214634180069,0.0630950926310233
16,7.500400543212891,0.4461231114587988,1617524,648.4577028751373,0.06294712581116324
17,7.536933898925781,0.4461231114587988,1645732,704.9084413051605,0.0641783398207798
18,7.477386474609375,0.4461231114587988,1667748,741.7173595428467,0.06438851471317873
19,7.629245758056641,0.4461231114587988,1695088,789.9309718608856,0.06386563574658126
20,7.677463531494141,0.4461231114587988,1724032,840.7009859085083,0.0646941681219025
21,7.597526550292969,0.4461231114587988,1748224,891.205188035965,0.06561125943161035
22,7.918987274169922,0.4461231114587988,1773824,930.5079250335693,0.06631169401738322
23,7.8850250244140625,0.4461231114587988,1799208,985.7123711109161,0.06676219892911009
24,7.974678039550781,0.4461231114587988,1830388,1043.6724300384521,0.06712125349174267
25,7.9246673583984375,0.4461231114587988,1861300,1100.5842292308807,0.06761604161670995
26,8.120685577392578,0.4461231114587988,1891260,1157.6959910392761,0.068460893396752
27,8.160102844238281,0.4461231114587988,1920488,1216.8480072021484,0.06848804565374447
28,8.466346740722656,0.4461231114587988,1948160,1262.3447375297546,0.06912821141970839
29,8.56826400756836,0.4461231114587988,1978352,1324.0126690864563,0.06904056559311625
30,8.716243743896484,0.4461231114587988,2011460,1374.7230727672577,0.06975065153528498
31,8.684284210205078,0.4461231114587988,2044408,1453.1633381843567,0.06964498180532967
32,9.254844665527344,0.4461231114587988,2081372,82.81040930747986,0.06915348335290586
33,10.20968246459961,0.3968578246005002,2113324,149.91818284988403,0.06921751463268865
34,10.554546356201172,0.3968578246005002,2145740,217.2333106994629,0.06885219288443797
35,10.63357162475586,0.396857824600458,2176884,287.5233066082001,0.06899609134190732
36,10.695869445800781,0.396857824600458,2211540,374.16911721229553,0.06866956143211629
37,10.79165267944336,0.396857824600458,2246228,446.53011894226074,0.06847960664885568
38,10.676368713378906,0.396857824600458,2281840,520.4666178226471,0.06851113490400014
39,10.600383758544922,0.396857824600458,2312720,594.7310199737549,0.06761497917763448
40,10.806938171386719,0.396857824600458,2345052,669.4359183311462,0.06751595151892426
41,10.64493179321289,0.396857824600458,2381172,776.4086246490479,0.06696113254324144
42,10.935382843017578,0.396857824600458,2413304,860.7301158905029,0.06640030281105905
43,10.888397216796875,0.396857824600458,2448808,945.3437292575836,0.06581862665274156
44,10.886299133300781,0.396857824600458,2483576,1065.241777896881,0.06532842769483163
45,10.893218994140625,0.396857824600458,2521604,1149.1264159679413,0.0648701152482176
46,10.737354278564453,0.396857824600458,2556696,1234.7054681777954,0.06460220860045586
47,11.096664428710938,0.396857824600458,2593308,1324.4057939052582,0.06440504174524614
48,11.164474487304688,0.396857824600458,2627344,1412.9858412742615,0.06306892362751614
49,10.907508850097656,0.396857824600458,2659568,1509.1916365623474,0.0629448444261551
50,11.168571472167969,0.396857824600458,2696840,1577.468255519867,0.062043375018857
51,11.36111831665039,0.396857824600458,2734236,1666.4206111431122,0.06168423062438499
52,11.375995635986328,0.396857824600458,2770944,1761.9697635173798,0.06077153547069905
53,11.332984924316406,0.396857824600458,2803612,1838.301661491394,0.06092638030127538
54,11.162433624267578,0.396857824600458,2841696,1956.2727279663086,0.05996700268956376
55,11.483112335205078,0.396857824600458,2878540,2075.4395611286163,0.059384627557450276
56,11.42422866821289,0.396857824600458,2909340,2172.7568204402924,0.05870946459790062
57,11.430309295654297,0.396857824600458,2947592,2291.943942785263,0.05779264610453736
58,11.538215637207031,0.396857824600458,2983188,2389.548758506775,0.05775011262720182
59,11.556755065917969,0.396857824600458,3020616,2535.833951473236,0.05641174188735254
60,11.565528869628906,0.396857824600458,3060668,2668.2876193523407,0.05631773064372838
61,11.569435119628906,0.396857824600458,3091896,2775.4482045173645,0.05568904423924835
62,11.800884246826172,0.396857824600458,3122072,2880.943715572357,0.055861223752781665
63,11.960678100585938,0.396857824600458,3152952,2987.4063391685486,0.055005346161228826
64,11.879249572753906,0.396857824600458,3187948,3094.8479537963867,0.05432612282904304
65,11.867000579833984,0.396857824600458,3221756,3204.8244211673737,0.053377874548309445
66,11.841323852539062,0.396857824600458,3251604,3312.5022418498993,0.05277839128283758
67,12.000846862792969,0.396857824600458,3282620,3421.2081439495087,0.052001052811025426
68,12.12384033203125,0.396857824600458,3323836,3558.8929102420807,0.05198162089487072
69,11.593463897705078,0.396857824600458,3352580,93.39540410041809,0.05079169526610654
70,12.541030883789062,0.396857824600458,3384828,183.3398153781891,0.050572680455634386
71,12.932300567626953,0.396857824600458,3419012,322.4390559196472,0.049589911765470444
72,12.025070190429688,0.396857824600458,3454648,117.9724760055542,0.04907843895487574
73,13.146408081054688,0.396857824600458,3491764,289.49054622650146,0.04826267330496556
74,13.369491577148438,0.396857824600458,3522576,413.5200250148773,0.04753079589536456
75,13.617454528808594,0.396857824600458,3560664,534.7838377952576,0.04749095386038016
76,13.511703491210938,0.396857824600458,3590756,650.3499026298523,0.046972990823770586
77,13.502269744873047,0.396857824600458,3620088,742.0125699043274,0.046562835536880676
78,13.704681396484375,0.396857824600458,3650768,887.7917478084564,0.04592362130927186
79,13.652206420898438,0.396857824600458,3685720,1008.0560467243195,0.04517718450663181
80,13.819942474365234,0.396857824600458,3711944,1128.5445511341095,0.044548718142820604
81,13.916130065917969,0.396857824600458,3745316,1280.3731384277344,0.044605016590808684
82,14.23992919921875,0.396857824600458,3777236,1404.0167682170868,0.043567584545976736
83,14.213310241699219,0.396857824600458,3804484,1528.4679820537567,0.04292864612025214
84,13.76656723022461,0.396857824600458,3837656,158.97459888458252,0.04267250937262442
85,14.99069595336914,0.396857824600458,3866676,286.00446796417236,0.04239958884668319
86,15.234077453613281,0.396857824600458,3898384,411.62313055992126,0.0419534551244782
87,15.636837005615234,0.396857824600458,3930192,596.7506470680237,0.041104257373781566
88,15.644969940185547,0.396857824600458,3960044,724.5278959274292,0.041002340952693804
89,15.589744567871094,0.396857824600458,3990996,856.6362512111664,0.040284940349143115
90,15.655426025390625,0.396857824600458,4021620,988.4114537239075,0.03972927589711781
91,15.531547546386719,0.396857824600458,4049944,1119.5189867019653,0.03899213287658531
92,15.794170379638672,0.396857824600458,4081484,1283.256730556488,0.03860673402860761
93,15.819541931152344,0.396857824600458,4112628,1415.444406747818,0.038693906968567414
94,15.808013916015625,0.396857824600458,4138548,1551.181163072586,0.037802679628124475
95,14.931640625,0.396857824600458,4167920,142.82130885124207,0.037636461950366844
96,14.962234497070312,0.396857824600458,4193624,144.5247209072113,0.0375133369243489
97,16.637592315673828,0.396857824600458,4221976,280.86613273620605,0.03713326922419428
98,15.271812438964844,0.396857824600458,4246892,144.64386200904846,0.03636735790837479
99,16.777725219726562,0.396857824600458,4275408,281.3793041706085,0.036420709118086196
100,16.942535400390625,0.396857824600458,4296860,417.07118010520935,0.03579490104171546
101,17.02564239501953,0.396857824600458,4323772,555.2083461284637,0.035479302577634
102,16.868427276611328,0.396857824600458,4353820,660.8454899787903,0.03518154346130252
103,15.697887420654297,0.396857824600458,4375516,181.08839225769043,0.03494782106296967
104,17.068050384521484,0.396857824600458,4401704,423.05463552474976,0.03462404183610297
105,17.21894073486328,0.396857824600458,4424760,596.7021007537842,0.0343729248489672
106,17.198726654052734,0.396857824600458,4450888,737.6879529953003,0.034260146061104856
107,17.278553009033203,0.396857824600458,4475352,846.5392618179321,0.033537315690296374
108,17.347064971923828,0.396857824600458,4506816,989.7950253486633,0.03358076083985696
109,17.202213287353516,0.396857824600458,4529888,1099.5027356147766,0.03341020022193478
110,17.32110595703125,0.396857824600458,4558844,1278.5451827049255,0.033168142664583185
111,17.207866668701172,0.396857824600458,4585408,1424.0884537696838,0.032848058728635124
112,17.23896026611328,0.396857824600458,4606964,1572.3534126281738,0.032205043294751205
113,17.22232437133789,0.396857824600458,4636460,1752.948396205902,0.031933257778472154
114,16.278881072998047,0.396857824600458,4659252,221.78412055969238,0.031545900528382714
115,17.77092742919922,0.396857824600458,4684096,404.14808082580566,0.03144398200048133
116,18.003562927246094,0.396857824600458,4708520,552.1142189502716,0.0310657182499677
117,18.11294937133789,0.396857824600458,4734840,738.8407125473022,0.030493511230956484
118,18.061172485351562,0.396857824600458,4758668,889.8208582401276,0.0305500392421743
119,18.230255126953125,0.396857824600458,4783004,1074.4277794361115,0.030205958417923125
120,18.117382049560547,0.396857824600458,4808776,1225.270413160324,0.030556837674906284
121,18.1650390625,0.396857824600458,4833708,1340.2320575714111,0.030006543834186678
122,18.351806640625,0.396857824600458,4858040,1491.805481672287,0.029531181399992265
123,18.289878845214844,0.396857824600458,4878512,1607.8337037563324,0.028966535122067188
124,16.61703872680664,0.396857824600458,4900472,199.68468594551086,0.028140879316520467
125,18.24063491821289,0.396857824600458,4921640,315.6624665260315,0.027836668407223136
126,14.655620574951172,0.396857824600458,4941964,338.0448634624481,0.027217441075660483
127,15.920661926269531,0.396857824600458,4958628,540.6552467346191,0.025964853989497574
128,16.73015594482422,0.396857824600458,4982812,805.2031297683716,0.02607330883817106
129,16.82990264892578,0.396857824600458,4998076,1072.811311006546,0.025260037808114224
130,16.569843292236328,0.396857824600458,5013316,1275.1594440937042,0.02497113439630911
131,16.574390411376953,0.396857824600458,5032560,1541.6626431941986,0.02483811603116652
132,16.599807739257812,0.396857824600458,5050524,1812.1530132293701,0.024027708268969855
133,16.341861724853516,0.396857824600458,5067772,2019.397246837616,0.023890097027931087
134,16.43087387084961,0.396857824600458,5082392,2292.7102451324463,0.023608449735300345
135,16.38581085205078,0.396857824600458,5101376,2565.96009016037,0.023172139145524063
136,16.26479721069336,0.396857824600458,5116280,2905.3738310337067,0.023030974801312068
137,16.29961395263672,0.396857824600458,5131940,3114.5684082508087,0.023014545094116823
138,16.239063262939453,0.396857824600458,5147244,3388.8632736206055,0.02228320516952821
139,16.444957733154297,0.396857824600458,5164104,3667.1758370399475,0.02205687903108928
140,16.512432098388672,0.396857824600458,5180848,3944.867826938629,0.02156949441367885
141,16.53314208984375,0.396857824600458,5196816,4224.199741363525,0.021467511086945307
142,16.69753646850586,0.396857824600458,5211228,4572.239931106567,0.021038084249449
143,16.640480041503906,0.396857824600458,5225432,4920.399698257446,0.020947389429037715
144,16.687026977539062,0.396857824600458,5239728,5269.330258369446,0.02085819857845123
145,16.603145599365234,0.396857824600458,5250808,5482.598007440567,0.020367231993993155
146,16.492660522460938,0.396857824600458,5266164,5769.297037363052,0.019848128949028144
147,16.629608154296875,0.396857824600458,5279076,5983.413036823273,0.019528145495867923
148,16.769390106201172,0.396857824600458,5290396,6201.999378442764,0.019143965404211812
149,16.639911651611328,0.396857824600458,5305464,6485.73885345459,0.01875966865253816
150,16.5628662109375,0.396857824600458,5319096,6769.672808408737,0.01861964571620999
151,16.616744995117188,0.396857824600458,5329256,6988.464295625687,0.018416185556979284
152,16.777843475341797,0.396857824600458,5341652,7274.2359800338745,0.017874398514923354
153,17.130538940429688,0.396857824600458,5351088,7493.745893239975,0.01786981497845941
154,17.12982177734375,0.396857824600458,5365200,7783.683954954147,0.01739851948429894
155,17.07953643798828,0.396857824600458,5376876,8072.39165019989,0.01706299540725257
156,17.004013061523438,0.396857824600458,5388524,8360.677305698395,0.01657926825394519
