step,ram_gb,hmin,ndof,elapsed_seconds,ms_error
372,19.498519897460938,0.396857824600458,6124416,289.1813111305237,0.09146769098316737
373,21.03354263305664,0.396857824600458,6303424,546.42254114151,0.08567668067260986
374,21.52932357788086,0.396857824600458,6478816,861.8094389438629,0.08238711856831328
375,21.478668212890625,0.396857824600458,6640148,1132.9629962444305,0.07963149648609502
376,22.0458984375,0.396857824600458,6814712,1414.5094451904297,0.07756816106156557
377,22.26850128173828,0.396857824600458,6992836,1715.1966319084167,0.07670587980614237
378,22.275634765625,0.396857824600458,7181900,2149.283447265625,0.07670101038941927
379,22.543888092041016,0.396857824600458,7361228,2400.8808279037476,0.07713406555127976
380,23.57903289794922,0.396857824600458,7551156,2730.5480105876923,0.07771758290209949
381,24.44681167602539,0.396857824600458,7753684,3073.6747267246246,0.07840989872326518
382,25.373550415039062,0.396857824600458,7939260,3437.011215686798,0.07966599488601837
383,25.764427185058594,0.396857824600458,8130780,3848.5336039066315,0.08220924667699216
384,26.08136749267578,0.396857824600458,8336164,4236.608568191528,0.08391673023138448
385,27.098785400390625,0.396857824600458,8556136,4654.255428552628,0.08376608184139317
386,27.35888671875,0.396857824600458,8794092,5167.204102039337,0.08988369745498181
387,27.54584503173828,0.396857824600458,9052008,5722.166721105576,0.09600666572556699
372,19.287841796875,0.396857824600458,6124416,294.1370987892151,0.09146522883960632
373,20.744091033935547,0.396857824600458,6303424,549.878583908081,0.08567420099971569
374,21.282657623291016,0.396857824600458,6478816,867.2006134986877,0.08238729756762621
375,21.382984161376953,0.396857824600458,6640148,1180.0529613494873,0.07963694925808368
376,21.543567657470703,0.396857824600458,6814604,1464.0557053089142,0.07756457728906796
377,21.87868881225586,0.396857824600458,6992748,1746.537602186203,0.07669920751113005
